friction_model,x1,spacing_m,n_total,n_points,alpha_key,k_dx,r2_dx,k_idx,r2_idx,delta_r2,fit_ok,idx_better
steady,3000.0,70.0,4,4,alpha_2d,0.2251434384700201,0.9428416130806268,1.0195527999351761,0.9974414684542487,0.054599855373622,True,True
steady,3000.0,70.0,5,5,alpha_2d,0.2562218329501999,0.8805712184273109,1.0783903474402587,0.9815217739647418,0.10095055553743093,True,True
steady,3000.0,70.0,6,6,alpha_2d,0.28492551581218106,0.8007929156469832,1.1363793443596135,0.9455446538806904,0.14475173823370724,True,True
steady,3000.0,70.0,7,7,alpha_2d,0.30077796400009177,0.7643794134775193,1.1401252135567828,0.9324154951843993,0.16803608170688,True,True
steady,3000.0,70.0,8,8,alpha_2d,0.31642597441139186,0.7038896547423503,1.1530167347328066,0.9009874535886788,0.1970977988463285,True,True
steady,3000.0,80.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,80.0,3,3,alpha_2d,0.1791525632589819,0.9628254788682316,0.9390295533390071,0.9994937516245361,0.036668272756304576,True,True
steady,3000.0,80.0,4,4,alpha_2d,0.19737378888004675,0.9625776223499507,0.9109490447460271,0.99850921485347,0.035931592503519294,True,True
steady,3000.0,80.0,5,5,alpha_2d,0.1989094281911799,0.9012213311148258,0.8517559427608453,0.9955786566283262,0.0943573255135004,True,True
steady,3000.0,80.0,6,6,alpha_2d,0.20452642723153722,0.8797459131005849,0.8215707478281665,0.9931100166224106,0.11336410352182569,True,True
steady,3000.0,80.0,7,7,alpha_2d,0.21802431909902656,0.8025402111467609,0.839434714137182,0.969281429468623,0.16674121832186206,True,True
steady,3000.0,80.0,8,8,alpha_2d,0.21929063467364304,0.7937458042718679,0.8086148928049361,0.9682181588742526,0.17447235460238464,True,True
steady,3000.0,90.0,2,2,alpha_2d,,,,,,False,False
steady,3000.0,90.0,3,3,alpha_2d,0.17650562842380457,0.9579193593895967,0.9499103269994307,0.9988153843449201,0.04089602495532341,True,True
