x1,spacing_m,n_total,A_fit,gamma_local,R2_local,P_1
3500.0,30.0,4,2.5126137234723465,0.7732438863954323,0.9983597719509645,2.5101351490257344
3500.0,30.0,5,3.123202220575034,0.7924871639623352,0.9958053247925692,3.124711814437912
3500.0,30.0,6,3.183413423577625,0.742044663868484,0.9949638849134367,3.1962713252341866
3500.0,30.0,7,3.15479262379589,0.6857251441498008,0.9938816043670482,3.1701835871727497
3500.0,30.0,8,3.525517525368588,0.6583713097979847,0.9946489614713789,3.5354825346415644
3500.0,40.0,2,2.712130343084716,0.7794283688583168,1.0,2.712130343084716
3500.0,40.0,3,2.3853272401634356,0.8034168795789857,0.9987444059905187,2.378039689290784
3500.0,40.0,4,2.612509191215191,0.7482710113531928,0.9927429717394262,2.6214198461266145
3500.0,40.0,5,2.9768180088097638,0.7388124723764073,0.989701044209118,3.007525114773681
3500.0,40.0,6,2.956441300820503,0.656231565500276,0.9885305309791345,2.990250477839808
3500.0,40.0,7,3.164522780034876,0.6238357131983275,0.9895435744900064,3.214286705429192
3500.0,40.0,8,3.536779027093831,0.6023536486200157,0.992892072372033,3.578901245756445
3500.0,50.0,2,2.711025203491766,0.782709507479639,1.0,2.711025203491766
3500.0,50.0,3,2.3901706369050353,0.8034302809258173,0.9987306246397788,2.382828063016428
3500.0,50.0,4,2.6730657213769087,0.7488139996003191,0.9922510212820892,2.684522784842691
3500.0,50.0,5,2.855018628287547,0.7138785884490066,0.9876663843701357,2.8898588465978454
3500.0,50.0,6,2.9825989289115045,0.6367961870330457,0.9861182404203924,3.0275240537129022
3500.0,50.0,7,3.4239422655698344,0.6543419762009204,0.9874708604444583,3.4569460715599023
3500.0,50.0,8,3.654454609451449,0.5891458150198164,0.991500218405536,3.698646182427866
3500.0,60.0,2,2.70266872277093,0.7892498161278964,1.0,2.70266872277093
3500.0,60.0,3,2.5915556293466366,0.5904946598363344,0.9884266763429141,2.619124699778577
3500.0,60.0,4,2.852795367150826,0.5917748002355209,0.9767509859675195,2.921854718912248
3500.0,60.0,5,3.011022159226721,0.5156368036321569,0.9859370260062874,3.089338486103819
3500.0,60.0,6,3.5371470726129335,0.5618006820170991,0.988445704242073,3.628876557119047
3500.0,60.0,7,3.383063816399305,0.46919269466899705,0.991633939373146,3.465232852160424
3500.0,60.0,8,3.657705334436093,0.46557339921296764,0.9946920850858441,3.721640269159102
3500.0,70.0,2,2.675960952492401,0.7633995954587798,1.0,2.675960952492401
3500.0,70.0,3,2.5816001466875274,0.5801630996505965,0.9905366697873985,2.606570795914837
3500.0,70.0,4,2.856080615894639,0.5162742456178726,0.9599010005708659,2.951085304286736
3500.0,70.0,5,3.0277057565062706,0.43362678743237726,0.97276017032114,3.145344649982716
3500.0,70.0,6,3.193713602024062,0.41282543428324464,0.979914071251993,3.324940130706328
3500.0,70.0,7,3.3329136897758476,0.3852368108944888,0.9808858906375524,3.4895451317893795
3500.0,70.0,8,3.400559174462826,0.3953374175002459,0.9896889510493991,3.529265341404366
3500.0,80.0,2,2.6730586399169622,0.7617039395493119,1.0,2.6730586399169622
3500.0,80.0,3,2.613116555359928,0.5937589693962942,0.989685811948965,2.639326659094735
3500.0,80.0,4,2.873094353426747,0.5179044950410087,0.9597167556293675,2.9687745955236435
3500.0,80.0,5,3.064146530378509,0.42979694716497313,0.965414435057676,3.197680954548689
3500.0,80.0,6,3.1276663435538206,0.38102571562887083,0.953950490519359,3.3218485482206392
3500.0,80.0,7,3.1961024908869717,0.3636271382229577,0.9651743088767333,3.3953312462095746
3500.0,80.0,8,3.1354818916806355,0.33622110761142693,0.9706478803429619,3.344066135101326
3500.0,90.0,2,2.6617847804438224,0.7651051064038255,1.0,2.6617847804438224
3500.0,90.0,3,2.6664471187660737,0.6238814575276014,0.988234886571969,2.694534722837461
3500.0,90.0,4,2.8545197064109007,0.5039685601661955,0.9649524356135967,2.944222665789115
3500.0,90.0,5,3.0228477685131754,0.4233582602750168,0.9669854089781821,3.1509997671252625
3500.0,90.0,6,3.1117122419094727,0.37965061183391313,0.9554614019899983,3.3012384648484576
3500.0,90.0,7,3.1030943517444993,0.36055941681994974,0.9620102168171732,3.304821768274759
3500.0,90.0,8,3.0665074026715784,0.33788821548842046,0.9607808445924326,3.303243718839834
3500.0,100.0,2,2.645957109593552,0.7533810544391325,1.0,2.645957109593552
3500.0,100.0,3,2.6605527150420776,0.6225509265916093,0.9878064218582457,2.689102680091992
3500.0,100.0,4,2.843313412566393,0.5712327466337342,0.9806860358103098,2.9073398318037893
3500.0,100.0,5,3.1451836470330816,0.5211626898981381,0.9900751387572903,3.2137365309334665
3500.0,100.0,6,3.1868704684555027,0.48912473839507875,0.9933397011943297,3.254044958285741
3500.0,100.0,7,3.092259676638742,0.451535484558861,0.9953052469701851,3.156106536194965
3500.0,100.0,8,3.128161108496297,0.4563100362542899,0.9898291422850004,3.230776134192921
4000.0,10.0,2,3.0285872024298235,0.7728539043451699,1.0,3.0285872024298235
