friction_model,x1,spacing_m,n_total,frac_idx,x_f,P_2d,P_2d_profile,valley,sigma_ref,Gamma_k,A_fit,gamma_local,R2_local,gamma_cal,P_env_local,P_env_xfer,E_k_local,E_k_xfer,I_k,Psi_k_local,Psi_k_xfer
steady,2000.0,20.0,7,3,2040.3132250580045,0.6942845669130645,0.6942845669130645,0.0,0.05,13.885691338261289,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,0.791064672948702,0.544473913699727,0.8776584148614694,1.0,1.0,12.186893849194039,13.885691338261289
steady,2000.0,20.0,7,4,2060.614849187935,0.5463781402230722,0.5463781402230722,0.0,0.05,10.927562804461443,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,0.5012083699005943,0.27508982944664,1.0,1.0,1.0,10.927562804461443,10.927562804461443
steady,2000.0,20.0,7,5,2079.4663573085845,0.4429277946778779,0.44292779467787796,0.0,0.05,8.858555893557558,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,0.3175591562217329,0.1389862991796432,1.0,1.0,1.0,8.858555893557558,8.858555893557558
steady,2000.0,20.0,7,6,2099.767981438515,0.3603748525747546,0.36037485257475466,0.0,0.05,7.207497051495092,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,0.2012013840077323,0.0702213942206115,1.0,1.0,1.0,7.207497051495092,7.207497051495092
steady,2000.0,20.0,7,7,2120.069605568445,0.290104350270051,0.29010435027005105,0.0,0.05,5.802087005401019,1.9706039159220121,0.45635780281817007,0.9235192636745488,0.6827223356407702,0.12747860086377333,0.0354786351992367,1.0,1.0,1.0,5.802087005401019,5.802087005401019
steady,2000.0,20.0,8,1,1999.709976798144,1.8572875424348496,1.8572875424348496,0.0,0.05,37.14575084869699,1.7379303778987223,0.32701893573645013,0.9690760797975257,0.6827223356407702,1.7379303778987223,1.8572875424348496,1.0,1.0,1.0,37.14575084869699,37.14575084869699
steady,2000.0,20.0,8,2,2020.011600928074,1.1032066926553823,1.1032066926553825,0.0,0.05,22.064133853107645,1.7379303778987223,0.32701893573645013,0.9690760797975257,0.6827223356407702,1.2531696121006832,0.9383753756172436,0.8803331025606991,1.0,1.0,19.423787410220804,22.064133853107645
steady,2000.0,20.0,8,3,2040.3132250580045,0.8177625833112719,0.8177625833112719,0.0,0.05,16.35525166622544,1.7379303778987223,0.32701893573645013,0.9690760797975257,0.6827223356407702,0.9036231236094394,0.4741044805643987,0.9049819133056207,1.0,1.0,14.801206945495638,16.35525166622544
steady,2000.0,20.0,8,4,2060.614849187935,0.6328975060777322,0.6328975060777322,0.0,0.05,12.657950121554643,1.7379303778987223,0.32701893573645013,0.9690760797975257,0.6827223356407702,0.651575606076919,0.23953639911254707,0.9713339483169942,1.0,1.0,12.295096669169247,12.657950121554643
steady,2000.0,20.0,8,5,2079.4663573085845,0.5052156308303807,0.5052156308303807,0.0,0.05,10.104312616607613,1.7379303778987223,0.32701893573645013,0.9690760797975257,0.6827223356407702,0.4698316802016701,0.12102329518485047,1.0,1.0,1.0,10.104312616607613,10.104312616607613
